-0.69, 4.84, -8.65, -0.03, -0.01, -0.02
-0.74, 4.86, -8.67, -0.04, -0.01, -0.03
-0.71, 4.91, -8.63, -0.04, -0.01, -0.02
-0.86, 4.86, -8.68, -0.05, -0.01, -0.02
-0.77, 4.90, -8.62, -0.06, -0.01, -0.01
-0.86, 4.86, -8.68, -0.05, -0.02, -0.00
-0.84, 4.95, -8.60, -0.05, -0.02, 0.00
-0.84, 4.94, -8.66, -0.06, -0.02, 0.01
-0.92, 4.98, -8.60, -0.06, -0.01, 0.01
-0.83, 5.02, -8.57, -0.06, -0.00, 0.01
-0.86, 5.03, -8.65, -0.06, -0.00, 0.00
-0.76, 5.01, -8.66, -0.06, 0.01, -0.00
-0.68, 5.15, -8.64, -0.06, 0.01, -0.01
-0.56, 5.16, -8.66, -0.05, 0.02, -0.02
-0.56, 5.26, -8.61, -0.05, 0.02, -0.02
-0.45, 5.24, -8.69, -0.04, 0.02, -0.02
-0.45, 5.13, -8.52, -0.03, 0.02, -0.02
-0.36, 5.17, -8.54, -0.03, 0.02, -0.02
-0.35, 5.04, -8.59, -0.03, 0.02, -0.02
-0.37, 5.01, -8.62, -0.03, 0.01, -0.02
-0.34, 5.14, -8.63, -0.04, 0.00, -0.01
-0.31, 5.13, -8.73, -0.03, -0.00, -0.01
-0.37, 5.13, -8.54, -0.03, -0.01, -0.01
-0.26, 5.00, -8.60, -0.04, -0.01, -0.01
-0.36, 5.08, -8.59, -0.05, 0.00, -0.01
-0.24, 5.09, -8.57, -0.04, 0.00, -0.01
-0.26, 5.13, -8.57, -0.05, -0.00, -0.02
-0.26, 5.10, -8.56, -0.04, -0.00, -0.02
-0.28, 5.05, -8.55, -0.04, -0.00, -0.02
-0.34, 5.10, -8.67, -0.04, -0.01, -0.01
-0.33, 5.03, -8.53, -0.05, -0.00, -0.01
-0.38, 5.07, -8.64, -0.05, -0.00, -0.01
-0.34, 5.04, -8.65, -0.04, -0.00, -0.01
-0.34, 5.06, -8.62, -0.05, -0.00, -0.01
-0.37, 5.08, -8.65, -0.05, -0.01, -0.01
-0.49, 5.08, -8.55, -0.05, -0.01, -0.01
-0.37, 5.06, -8.69, -0.05, -0.00, -0.01
-0.48, 5.13, -8.68, -0.04, -0.01, -0.02
-0.46, 5.10, -8.61, -0.03, -0.02, -0.02
-0.57, 5.09, -8.60, -0.03, -0.01, -0.01
-0.61, 5.05, -8.58, -0.02, -0.01, -0.01
-0.61, 5.06, -8.64, -0.02, -0.00, -0.01
-0.68, 5.02, -8.68, -0.01, 0.00, -0.01
-0.57, 4.98, -8.56, -0.01, -0.00, -0.01
-0.67, 4.97, -8.58, -0.01, -0.00, -0.01
-0.65, 4.99, -8.66, -0.01, -0.01, -0.02
-0.74, 4.95, -8.66, -0.00, -0.01, -0.02
-0.73, 4.94, -8.61, -0.01, -0.00, -0.02
-0.75, 4.93, -8.65, -0.01, -0.01, -0.02
-0.78, 4.90, -8.70, -0.01, -0.01, -0.01
-0.75, 4.89, -8.62, -0.02, -0.01, -0.02
