2.55, 9.00, 2.62, -0.01, -0.02, 0.03
2.72, 9.09, 2.60, -0.02, 0.03, 0.01
2.69, 9.03, 2.58, -0.03, 0.08, -0.02
2.56, 9.03, 2.66, -0.02, 0.08, -0.03
2.40, 9.06, 2.66, -0.04, 0.03, 0.01
2.45, 8.96, 2.67, -0.04, -0.02, 0.03
2.69, 8.85, 2.56, -0.02, -0.01, 0.00
2.79, 8.94, 2.53, 0.01, 0.07, -0.06
2.60, 9.13, 2.59, -0.01, 0.12, -0.06
2.38, 9.07, 2.66, -0.01, 0.04, -0.02
2.40, 9.19, 2.67, -0.00, -0.03, 0.01
2.62, 9.25, 2.59, -0.03, 0.01, 0.02
2.64, 9.12, 2.52, -0.05, 0.08, -0.02
2.42, 9.12, 2.64, -0.03, 0.10, -0.04
2.27, 9.18, 2.72, -0.04, 0.06, -0.01
2.30, 9.14, 2.75, -0.05, -0.00, 0.04
2.34, 9.09, 2.69, -0.04, -0.02, 0.04
2.33, 9.11, 2.63, -0.03, -0.01, 0.03
2.36, 9.10, 2.74, -0.04, -0.04, 0.04
2.34, 9.11, 2.66, -0.04, -0.07, 0.06
2.43, 9.06, 2.56, -0.05, -0.08, 0.06
2.57, 9.06, 2.59, -0.04, -0.07, 0.04
2.59, 9.02, 2.67, -0.04, -0.05, 0.03
2.54, 9.08, 2.66, -0.05, -0.04, 0.03
2.48, 9.01, 2.60, -0.05, -0.08, 0.05
2.56, 9.03, 2.59, -0.03, -0.13, 0.07
2.74, 9.05, 2.52, -0.03, -0.11, 0.06
2.88, 9.16, 2.47, -0.04, -0.04, 0.02
2.80, 9.12, 2.43, -0.04, -0.01, 0.01
2.74, 9.14, 2.57, -0.04, -0.03, 0.02
2.77, 9.12, 2.48, -0.06, -0.04, 0.04
2.78, 8.99, 2.51, -0.07, -0.02, 0.04
2.80, 8.92, 2.45, -0.04, 0.02, -0.01
2.82, 9.27, 2.59, -0.03, 0.07, -0.03
2.62, 9.29, 2.60, -0.09, 0.06, 0.02
2.53, 9.02, 2.57, -0.09, -0.02, 0.05
2.67, 8.98, 2.46, -0.05, -0.04, 0.05
2.89, 9.00, 2.42, -0.07, 0.07, -0.00
2.58, 8.99, 2.77, -0.05, 0.12, -0.04
2.31, 9.10, 2.74, -0.05, 0.02, 0.02
2.48, 8.98, 2.68, -0.06, -0.05, 0.07
2.72, 8.84, 2.51, -0.04, -0.04, 0.04
2.79, 9.02, 2.59, -0.03, 0.04, -0.01
2.58, 9.07, 2.63, -0.06, 0.07, -0.01
2.40, 8.94, 2.66, -0.05, 0.01, 0.00
2.41, 9.00, 2.72, -0.01, -0.07, 0.02
2.60, 9.13, 2.61, -0.04, -0.09, 0.04
2.71, 8.99, 2.53, -0.03, -0.05, -0.01
2.68, 9.28, 2.49, -0.05, -0.02, -0.01
2.63, 9.17, 2.63, -0.09, -0.04, 0.03
2.52, 9.09, 2.48, -0.07, -0.13, 0.07
2.88, 9.09, 2.38, -0.07, -0.12, 0.07
3.03, 9.00, 2.46, -0.08, 0.00, 0.02
2.90, 9.04, 2.45, -0.07, 0.08, -0.02
2.59, 9.02, 2.55, -0.07, 0.06, 0.00
2.53, 9.03, 2.67, -0.07, -0.01, 0.05
2.69, 8.99, 2.62, -0.06, -0.03, 0.06
2.81, 9.00, 2.63, -0.06, 0.03, 0.02
