0.05, 7.98, 5.34, -0.03, -0.02, -0.00
0.10, 7.83, 5.38, -0.03, 0.01, -0.01
0.04, 8.00, 5.35, -0.02, 0.02, -0.02
-0.10, 8.20, 5.40, -0.05, 0.00, 0.02
0.00, 8.00, 5.38, -0.08, 0.01, 0.03
-0.06, 7.88, 5.38, -0.06, -0.00, 0.02
0.06, 7.86, 5.37, -0.06, 0.00, 0.03
0.01, 7.85, 5.41, -0.06, 0.04, 0.01
-0.14, 7.90, 5.45, -0.05, 0.02, 0.02
-0.08, 7.75, 5.43, -0.03, -0.00, 0.01
0.08, 7.91, 5.35, -0.03, -0.01, 0.01
0.06, 7.81, 5.42, -0.05, 0.01, 0.01
-0.06, 7.83, 5.40, -0.02, 0.00, -0.01
-0.10, 7.90, 5.45, -0.01, -0.03, -0.00
0.00, 8.06, 5.36, -0.03, -0.02, 0.00
0.09, 7.93, 5.41, -0.05, -0.00, 0.01
0.09, 7.80, 5.41, -0.04, -0.00, 0.00
0.04, 7.87, 5.44, -0.00, -0.01, -0.01
0.06, 8.06, 5.31, -0.02, 0.01, -0.01
0.13, 7.94, 5.40, -0.05, 0.04, -0.00
-0.06, 7.86, 5.36, -0.03, 0.03, -0.00
-0.06, 7.98, 5.40, -0.01, 0.00, -0.00
-0.01, 8.02, 5.31, -0.04, 0.02, 0.01
-0.06, 7.96, 5.40, -0.05, 0.04, 0.00
-0.17, 7.91, 5.32, -0.05, 0.02, 0.00
-0.14, 7.96, 5.49, -0.03, 0.01, -0.00
-0.12, 7.95, 5.32, -0.04, 0.01, -0.01
-0.16, 8.04, 5.35, -0.04, 0.01, -0.01
-0.21, 8.09, 5.36, -0.05, -0.01, 0.00
-0.11, 8.03, 5.31, -0.06, -0.02, 0.03
-0.01, 8.00, 5.30, -0.04, -0.01, 0.02
-0.02, 8.21, 5.31, -0.06, -0.00, 0.04
0.09, 8.03, 5.35, -0.10, 0.04, 0.05
-0.07, 7.98, 5.31, -0.07, 0.04, 0.03
-0.19, 8.09, 5.41, -0.07, 0.01, 0.03
-0.15, 8.12, 5.45, -0.12, 0.01, 0.05
-0.11, 7.76, 5.40, -0.14, 0.01, 0.05
-0.14, 7.64, 5.40, -0.08, -0.02, 0.02
-0.13, 7.70, 5.52, -0.07, -0.02, 0.02
-0.06, 7.79, 5.44, -0.07, -0.00, 0.00
-0.06, 7.81, 5.47, -0.07, -0.03, 0.01
0.00, 7.65, 5.39, -0.04, -0.04, 0.00
0.08, 7.74, 5.42, -0.02, -0.02, -0.01
0.02, 7.79, 5.47, -0.02, -0.01, -0.01
0.09, 7.82, 5.43, -0.00, -0.01, -0.01
0.05, 7.94, 5.39, -0.01, -0.00, -0.00
0.07, 7.89, 5.32, -0.02, 0.02, -0.00
0.00, 7.87, 5.22, -0.01, 0.02, -0.00
0.07, 7.85, 5.31, 0.01, 0.03, -0.01
-0.02, 7.98, 5.29, 0.01, 0.06, -0.02
-0.07, 7.97, 5.34, -0.10, -0.02, -0.02
-0.36, 8.45, 5.65, 0.19, 0.01, -0.05
-0.07, 8.74, 5.31, -0.12, 0.00, 0.05
0.02, 7.87, 5.19, -0.15, 0.09, 0.03
-0.32, 7.68, 5.34, -0.02, 0.03, -0.01
-0.21, 8.18, 5.39, 0.01, -0.04, 0.00
0.00, 8.35, 5.26, -0.10, 0.03, 0.03
-0.23, 7.93, 5.32, -0.12, 0.06, 0.02
-0.41, 7.84, 5.30, -0.05, -0.02, 0.02
-0.12, 8.03, 5.31, -0.04, -0.03, 0.02
-0.11, 8.12, 5.39, -0.11, 0.01, 0.03
-0.23, 7.91, 5.39, -0.11, 0.00, 0.04
-0.24, 7.75, 5.36, -0.07, -0.03, 0.03
-0.10, 7.87, 5.43, -0.04, -0.04, 0.02
-0.04, 8.03, 5.29, -0.06, -0.03, 0.02
0.02, 7.85, 5.28, -0.08, -0.02, 0.03
-0.07, 7.82, 5.36, -0.05, -0.03, 0.02
0.01, 7.92, 5.37, -0.06, -0.03, 0.02
0.01, 7.86, 5.37, -0.08, -0.01, 0.02
-0.00, 7.77, 5.42, -0.06, 0.01, 0.01
-0.12, 7.89, 5.35, -0.03, -0.02, 0.01
0.02, 8.02, 5.29, -0.02, -0.02, 0.01
0.06, 8.11, 5.36, -0.06, 0.01, 0.02
-0.02, 8.02, 5.26, -0.08, 0.02, 0.03
-0.11, 7.89, 5.31, -0.07, 0.02, 0.03
-0.06, 7.88, 5.44, -0.05, 0.00, 0.03
-0.01, 7.91, 5.29, -0.05, 0.02, 0.02
-0.11, 7.92, 5.43, -0.03, 0.02, 0.02
-0.15, 7.95, 5.29, -0.04, -0.01, 0.04
0.06, 7.94, 5.40, -0.05, 0.01, 0.02
-0.08, 8.00, 5.33, -0.05, 0.03, 0.02
-0.02, 8.05, 5.32, -0.07, 0.01, 0.03
0.04, 7.89, 5.28, -0.05, 0.03, 0.01
-0.11, 8.04, 5.40, -0.04, 0.03, 0.00
-0.16, 8.26, 5.38, -0.09, 0.01, 0.04
-0.12, 7.88, 5.45, -0.13, 0.01, 0.05
